Postingan,Kategori Pekerjaan
"Mesin cuci saya saat ini mengalami kerusakan. Dengan suara yang nyaring, mesin tidak bisa dinyalakan dan putaran dibuat tidak teratur dan berhenti setelah beberapa saat. Ditambah lagi, detergen yang saya gunakan terlihat tidak terlarut secara sempurna. Saya ingin memanggil teknisi elektronik yang bisa servis mesin cuci saya.",Servis Mesin Cuci
"Kami sedang mencari tukang kayu berpengalaman untuk bergabung dengan tim kami. Kualifikasi yang diharapkan termasuk keahlian dalam tukang ukir kayu dan pahat kayu. Pelamar yang memiliki pengalaman dalam pembuatan perabotan rumah tangga akan mendapatkan nilai tambah. Syarat-syarat melibatkan pemahaman mendalam tentang bahan kayu, kemampuan membaca denah, dan kreativitas dalam merancang dan mengeksekusi proyek kayu yang beragam.",Tukang Kayu
Kami mengajak para profesional teknisi komputer yang memiliki keahlian dalam administrasi sistem server dan dapat melakukan instalasi serta konfigurasi perangkat keras dan perangkat lunak.,Service Sistem
"Saya memiliki televisi digital yang mengalami kerusakan. Kerusakan ini terjadi selama 2 minggu terakhir. Saat ini, televisi ini tidak bisa dinyalakan dan suara dari televisi tidak bisa terdengar. Dengan demikian, saya ingin memanggil teknisi elektronik yang mampu mendeteksi dan memperbaiki permasalahan pada televisi ini.",Servis Televisi
"Terkait TV digital yang saya miliki, telah terjadi masalah teknis di mana gambar yang ditampilkan di layar tidak stabil dan terdapat suara yang terdistorsi. Masalah ini telah berlangsung selama sekitar dua minggu terakhir. Saya sedang mencari bantuan dari teknisi elektronik yang berpengalaman untuk menyelesaikan masalah ini. Mohon hubungi saya segera jika Anda memiliki kemampuan dan keahlian yang sesuai.",Servis Televisi
"Ada beberapa pendingin ruangan (AC) di tempat kami bekerja yang mengalami gangguan kinerja. Perlu segera diservis agar kembali menjalankan fungsi sebagaimana mestinya, karena jika tidak segera diperbaiki dapat berdampak pada kenyamanan tempat kerja. Oleh karena itu, kami mencari tukang servis AC yang bisa membantu mengatasi masalah tersebut.",Servis AC
Perusahaan kami mencari teknisi komputer yang dapat memberikan pelatihan keamanan siber kepada personel dan meningkatkan kesadaran akan risiko keamanan di seluruh organisasi.,Service Keamanan
Dibutuhkan teknisi komputer yang siap memberikan pelayanan panggilan untuk perbaikan perangkat keras dengan tingkat keahlian tinggi.,Service Perangkat keras
"Dibutuhkan segera tukang kayu yang bisa mengerjakan furniture seperti meja, kursi, lemari dalam waktu cepat dan hasilnya maksimal.",Tukang Kayu
"AC saya saat ini mengalami gangguan, mulai dari tak mau menghidupkan sampai suhu yang dihasilkannya tidak stabil. Akibatnya AC terus kali-kali menyala dan mati secara berulang. Oleh karena itu, saya membutuhkan bantuan dari seorang teknisi elektronik yang bisa menyelesaikan masalah ini.",Servis AC
Mesin cuci saya saat ini mengalami masalah serius di mana mesin sama sekali tidak dapat beroperasi. Masalah ini sudah terjadi selama seminggu terakhir. Saya mencari teknisi elektronik yang ahli dalam servis mesin cuci untuk memeriksa dan mengatasi masalah ini secepat mungkin. Mohon segera hubungi saya jika Anda memiliki keterampilan yang diperlukan.,Servis Mesin Cuci
"TV digital saya telah mengalami masalah selama dua minggu terakhir di mana layar tidak menampilkan gambar, hanya terdengar suara, meskipun kontrol remote berfungsi dengan normal. Saya sedang mencari teknisi elektronik yang memiliki keahlian dalam servis TV digital untuk memeriksa dan memperbaiki masalah ini secepat mungkin. Mohon segera hubungi saya jika Anda memiliki keterampilan yang dibutuhkan.",Servis Televisi
Kami sedang mencari tukang semen berpengalaman lebih dari 10 tahun untuk proyek gedung 25 lantai di Jakarta Utara. Sertifikasi di bidang penyemanan menjadi nilai tambah. Jangan lewatkan kesempatan ini untuk menjadi bagian dari pembangunan ikonik ini. Hubungi kami segera!,Tukang Semen
Lowongan untuk tukang batu dengan keahlian khusus dalam seni ukir batuan untuk proyek restorasi sejarah. Pengalaman dan minat terhadap sejarah sangat diutamakan.,Tukang Batu
"Kami mencari teknisi komputer yang memiliki keahlian dalam administrasi basis data dan dapat mengelola, memantau, serta mengamankan data komputer perusahaan.",Service Data
"Kami membutuhkan tukang cat untuk proyek rumah susun dan pembuatan perabotan. Kualifikasi mencakup pemahaman dasar-dasar pengecatan dan kemampuan bekerja cepat namun hasil yang maksimal. Pengalaman tidak perlu lama, namun kemampuan bekerja dalam tekanan dan deadline proyek menjadi nilai tambah. Proyek berfokus pada pengecatan kayu. Kirimkan lamaran Anda segera jika tertarik.",Tukang Cat
"Kami membuka lowongan untuk teknisi komputer yang memiliki pengetahuan mendalam tentang sistem komputer, termasuk instalasi, konfigurasi, dan pemeliharaan perangkat keras.",Service Sistem
"Postingan ini dibuat untuk mencari seseorang yang mampu melakukan servis kepada kulkas saya yang mengalami kerusakan. Masalah yang dialami oleh kulkas adalah tidak menyala, dan telah berlangsung selama beberapa minggu. Jika ada seseorang yang mampu untuk menyelesaikan masalah ini, silahkan hubungi saya. Terima kasih.",Servis Kulkas
"Kami sedang mencari tukang cat bangunan yang bersemangat untuk terlibat dalam proyek seni jalanan. Kualifikasi mencakup kreativitas dalam menciptakan mural luar ruangan, kemampuan untuk bekerja di skala besar, dan dedikasi untuk meningkatkan estetika kota melalui seni cat.",Tukang Cat
"Sound system di sekolah kami telah mengalami masalah selama dua minggu terakhir, terutama dengan output suara yang mengalami distorsi dan ketidakjelasan saat digunakan. Kami sedang mencari teknisi elektronik yang ahli dalam servis sound system untuk memeriksa dan memperbaiki masalah ini dengan cepat. Mohon segera hubungi kami jika Anda memiliki keahlian yang diperlukan. Terima kasih",Servis Soundsystem
"TV digital saya bermasalah, layarnya tidak menampilkan gambar, hanya terdengar suara, meskipun kontrol remote berfungsi dengan normal. Saya mencari teknisi elektronik berpengalaman untuk memeriksa dan memperbaiki masalah ini secepat mungkin. Jika Anda memiliki keahlian dalam servis TV digital, harap segera hubungi saya.",Servis Televisi
"Lowongan teknisi komputer terbuka untuk individu yang berfokus pada perangkat lunak komputer. Jika Anda memiliki kemampuan dalam troubleshooting aplikasi, pembaruan sistem operasi, dan dapat memberikan solusi cerdas terkait software, kami mengundang Anda untuk mengirimkan lamaran.",Service Perangkat lunak
Lowongan teknisi komputer kami terbuka bagi individu yang dapat mengelola dan mengamankan data dari perangkat IoT (Internet of Things) dan memastikan integritas data yang masuk.,Service Data
"Kami mencari tukang semen yang memiliki pengalaman dalam pembangunan struktur komersial. Kualifikasi melibatkan setidaknya 4 tahun pengalaman dalam pengecoran lantai dan dinding beton, pemahaman tentang regulasi keselamatan konstruksi, dan kemampuan untuk bekerja dalam jadwal proyek yang ketat.",Tukang Semen
"Mesin cuci saya mengalami kerusakan yaitu tidak bisa menyala, masalah ini sudah berlangsung sekitar 1 minggu terakhir. Saya perlu teknisi listrik yang dapat memperbaiki mesin cuci tersebut. Apabila ada yang berminat, mohon menghubungi saya agar kesalahan mesin dapat saya atasi.",Servis Mesin Cuci
"Lowongan teknisi komputer terbuka untuk individu yang memiliki ketelitian tinggi dalam pengujian dan evaluasi perangkat lunak. Jika Anda memiliki kemampuan untuk mengidentifikasi dan melaporkan bug, melakukan pengujian fungsional, dan berkolaborasi dengan tim pengembangan, kami mengundang Anda untuk melamar.",Service Perangkat lunak
"Kulkas saya mengalami kerusakan; suara berisik, dinginnya tidak berfungsi, dan lampu indikatorpun tidak menyala. Saya mencari seorang teknisi elektronik yang bisa memperbaiki kulkas dan mengembalikannya ke kondisi semula.",Servis Kulkas
"Beberapa unit AC di sekolah tempat saya bekerja mengalami masalah kerusakan, terutama kekurangan freon yang berdampak pada kinerja pendinginan. Kami sedang mencari tukang servis AC yang mampu mengisi kembali freon dan melakukan perbaikan yang diperlukan. Jika Anda memiliki keahlian dalam bidang ini dan siap membantu, mohon hubungi kami segera.",Servis AC
"Perusahaan kami mencari teknisi komputer yang khusus terampil dalam pemeliharaan dan perbaikan perangkat keras. Jika Anda memiliki ketelitian tinggi dalam menangani motherboard, CPU, dan komponen lainnya, silakan kirimkan lamaran Anda.",Service Perangkat keras
"Bagi tukang kayu yang memiliki dedikasi tinggi untuk menghasilkan furnitur berkualitas tinggi, kami menawarkan posisi yang membutuhkan pemahaman mendalam tentang bahan dan proses pembuatan. Syarat utama termasuk kemampuan untuk bekerja secara tim dan tanggap terhadap permintaan pelanggan.",Tukang Kayu
"Saya memiliki kulkas yang mengalami gangguan selama beberapa hari terakhir. Masalahnya berupa rumah tidak dingin, mesin tidak bekerja dengan benar, dan bunyi bising yang berasal dari kulkas setiap kali saya menyalakannya. Saya membutuhkan bantuan teknisi elektronik yang bisa memperbaiki kulkas ini.",Servis Kulkas
"Saya memiliki sebuah TV digital yang mengalami kerusakan dan ingin memanggil seorang teknisi untuk memperbaikinya. TV saya terasa lemah, suaranya tidak lantang dan gambar bergetar. Masalah ini sudah terjadi selama lima hari yang lalu. Mohon tolong diperbaiki secepatnya.",Servis Televisi
"Televisiku yang menggunakan teknologi smart telah mengalami kerusakan. Layar menampilkan tanda ‘tinggal merah’ dan suaranya tidak keluar. Akibatnya, tampilan dan kualitas gambar tidak sebaik biasanya. Aku membutuhkan seseorang yang dapat memperbaiki televisi ini.",Servis Televisi
"Mesin cuci saya tidak beroperasi lebih dari 1 minggu. Jika dilihat dari sudut pandang luar, mesin cuci terlihat berfungsi normal, namun tidak menghasilkan apapun. Saya butuh bantuan seorang teknisi elektronik yang terampil untuk mengatasi masalah ini.",Servis Mesin Cuci
"Jika Anda memiliki keahlian dalam administrasi sistem, manajemen kapasitas, dan pemecahan masalah tingkat tinggi, kami ingin Anda bergabung dengan tim teknis kami.",Service Sistem
Apakah Anda memiliki keahlian dalam mengelola identitas dan akses? Kami mengajak teknisi komputer yang dapat mengimplementasikan solusi keamanan akses dengan efisien.,Service Keamanan
"Saya memiliki mesin cuci yang sudah lama tidak beroperasi. Kerusakan yang saya alami ini sudah cukup lama, namun tidak berhasil untuk diatasi selama bertahun-tahun. Saya perlu teknisi elektronik untuk membantu menyelesaikan masalah ini. Terima kasih.",Servis Mesin Cuci
Lowongan pekerjaan untuk tukang las dengan keahlian di bidang pengelasan logam tembaga. Kami mencari individu yang terampil dalam pengelasan logam tembaga untuk proyek instalasi dan perakitan logam tembaga. Pengalaman dalam pengelasan tembaga pada proyek instalasi listrik atau sertifikasi pengelasan tembaga akan menjadi nilai tambah.,Tukang Las
"Kami mencari tukang las tembaga berpengalaman untuk proyek roofing. Kualifikasi mencakup keterampilan dalam mengelas tembaga dengan ketelitian, pemahaman tentang kebutuhan struktural atap, dan pengalaman dalam penanganan bahan roofing khusus.",Tukang Las
Kami mengajak para profesional teknisi komputer yang dapat merancang dan mengelola sistem penyimpanan data yang scalable untuk bergabung dengan tim teknis kami.,Service Data
"Kami mencari tukang batu berpengalaman dengan fokus pada proyek-proyek lanjutan seperti bangunan berbatu dan elemen arsitektural. Kualifikasi mencakup keahlian dalam pengaturan batu, pengetahuan tentang jenis batu yang berbeda, dan kemampuan untuk mengelola proyek batu secara efisien. Pelamar yang dapat bekerja secara mandiri atau dalam tim akan mendapatkan perhatian khusus.",Tukang Batu
Postingan ini saya buat untuk mencari teknisi ac. Aku telah mengalami masalah dengan ac selama beberapa hari. Saya sadar energi listrik sedang menurun dan bunyi yang aneh bersamaan dengan hembusan angin dari unitnya. Saya sudah berusaha untuk mencari solusi namun masalah tidak teratasi. Saya membutuhkan bantuan dari seorang teknisi ac untuk memperbaiki masalah ini.,Servis AC
Kami mencari individu yang memiliki kemampuan untuk mengidentifikasi dan mengatasi masalah jaringan serta menjaga kestabilan koneksi untuk mendukung operasional sistem komputer.,Service Sistem
"TV digital saya telah mengalami masalah selama seminggu terakhir di mana layar tidak menampilkan gambar, hanya terdengar suara, sementara kontrol remote berfungsi seperti biasa. Saya mencari teknisi elektronik yang berpengalaman dalam servis TV digital untuk memeriksa dan memperbaiki masalah ini. Jika Anda memiliki kemampuan yang dibutuhkan, mohon segera hubungi saya.",Servis Televisi
"Lowongan teknisi komputer kami terbuka bagi individu yang dapat mengelola dan memperbarui kebijakan keamanan informasi perusahaan, serta memberikan pelatihan keamanan kepada personel.",Service Keamanan
"Jika Anda adalah tukang kayu dengan pengalaman dalam pembuatan furnitur berkualitas tinggi, maka ini adalah peluang Anda. Kami mencari individu yang memiliki setidaknya 3 tahun pengalaman di bidang perabotan, dengan fokus pada keunggulan dalam detail dan desain.",Tukang Kayu
"Kesempatan menarik bagi tukang batu alam yang memiliki bakat kreatif dalam pengaturan batu untuk menciptakan desain unik. Kualifikasi mencakup keahlian dalam memilih dan menyusun batu alam, pemahaman tentang komposisi estetis, dan kemampuan untuk menghasilkan tata letak yang menarik secara visual. Portofolio proyek kreatif akan menjadi nilai tambah.",Tukang Batu
"Kami membutuhkan tukang kayu berpengalaman untuk proyek pembangunan rumah susun, dapat mengolah kayu menjadi berbagai perabotan rumah tangga seperti meja, kursi, jendela, dan pintu.",Tukang Kayu
"Lowongan teknisi komputer kami terbuka bagi mereka yang memiliki keahlian dalam analisis data menggunakan alat-alat seperti Python, R, atau MATLAB untuk mendukung keputusan bisnis.",Service Data
"Soundsystem saya mengalami masalah kinerja. Menurut diagnosis yang sudah saya lakukan, terdengar suara yang berisik, kehilangan kontrol volume secara tiba-tiba, dan adanya distorsi suara. Saya sedang mencari teknisi elektronik yang bisa memperbaiki soundsystem ini.",Servis Soundsystem
Sound system band saya telah rusak dan perlu perbaikan yang cepat. Kami memerlukan teknisi elektronik yang bisa memperbaiki sound system dan memastikan bahwa sound system kami berfungsi dengan baik dalam waktu seminggu. Mohon dibantu. Terima kasih.,Servis Soundsystem
"Saya memiliki mesin cuci yang mengalami kerusakan kira-kira selama 1 minggu terakhir. Ketika mesin cuci dinyalakan, bunyi bising yang tidak normal terdengar dan mesin tidak mau berfungsi. Saya ingin memanggil teknisi yang bisa memperbaiki mesin cuci saya.",Servis Mesin Cuci
"Dibutuhkan tukang las logam berpengalaman untuk pekerjaan perbaikan dan pemeliharaan. Kualifikasi mencakup keterampilan dalam mengidentifikasi dan memperbaiki keausan logam, pengalaman dalam penggantian bagian yang rusak, dan kepatuhan terhadap prosedur keamanan.",Tukang Las
